URL,Name,Column 3
https://www.amazon.com.tr/gp/profile/amzn1.account.AGNQPPASMHN34IRWGOV4SUACDXKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Ozan,Öncelikle ürünün bana gönderim hızından ve kutulanmasından çok memnun kaldım. Fakat yaşanan bir karışıklığı belirtmem gerekiyor. 2. Nesil airpodlar kablosuz şarj ve kablolu şarj seçeneği olarak ikiye ayrılıyor ve kablosuz şarj olanların kutu tasarımı ufak değişiklikler gösteriyor. Örneğin kablosuz şarj olanların ışığı önde gözükmektedir. Ben bu farksan haberdar değildim ve bu ürünü bekliyordum. Aldığım bu ürünün görsellerinde de bu ürün böyle görsellenmişti. Ürün bana geldiğinde bir hata olduğunu sandım ve değiştirme talebinde bulundum. Sonradan bu modellerin 2 çeşiti olduğunu öğrendim. Özetle görseller kafa karıştırabilmektedir dikkat etmek gerekir. Ama ürün son derece kaliteli ve kullanışlı. Tavsiye ederim
https://www.amazon.com.tr/gp/profile/amzn1.account.AGHENKB2FWWD2DXBWDYTU6TLJTEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Faruk Akar,Arkadaşlar dikkat edin 1 nesil airpods gönderiyorlar 1 İLE 2 ARASINDAKİ FARK SARJ IŞIĞI 1. NESİL DE İÇİNDE 2 . NESİLDE DIŞINDA 1. NESİLDE CİHAZIN SARJ OLDUĞUNU ÖĞRENMEK İÇİN İÇİNİ AÇMANIZ LAZIM 2. NESİLDE İSE CİHAZIN SARJ OLDUĞUNU UZAKTAN ELİNİZİ SÜRMEDEN GÖREBİLİRSİNİZ İNTERNETTEN 1 İLE 2 NİN BATARYA KUTULARINA BAKIN
https://www.amazon.com.tr/gp/profile/amzn1.account.AGNQU5YH3CTC3MQGPN3ER5OVLU4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,mehmet,Amazonun kalitesine güvenerek airpods u bu siteden alalım dedik ve karşımıza bu mağaza çıktı.Fiyat uygundu ve alım işlemi gerçekleştirdik.Kargo maalesef 1 haftadan fazla sürede elimize ulaştırdı o konuda gerçekten vasatlardı.Daha sonra kargo tamam elimize ulaştı derken ürünün 2 yıl Apple Türkiye Garantili diye satılmasına rağmen aslında 1 yıl garantisi olduğunu öğrendik.Size 2 sorum var.1-Bu olayda ticaret ahlakı nerededir ?2-Diğer Sorum Amazon'a bu tür firmalarla neden çalışıyorsunuz ?Bundan sonra bu firmadan ne ürün alırım neden başkalarına ürün aldırtırım.
https://www.amazon.com.tr/gp/profile/amzn1.account.AG734BUWZGZAC44SENILLMHPVWHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Sul Kuc,Günlük olarak kullanıyorum. Ortalama haftada bir şarj ediyorum. Kulaklık sabahtan akşama kadar kulağıma  takılı ve çoğu zaman müzik dinleyip telefonla görüşüyorum. Akşama doğru tekrar kutusuna koyup şarj etmem gerekebiliyor. Bir süre sonra varlığını unutuyorsunuz. Ses kalitesi yeterli ve kablosuz olması çok kullanışlı yapıyor. Koşu bandı üzerinde ve diğer sportif faaliyetlerde de kullanıyorum. Havlu ile silerken varlığını iki kez unuttuğum için koşu bandında kulağımdan düştü ama hasar görmedi. Telefon görüşmelerinde genel olarak sıkıntı yok. Yalnız bir kez çok yoğun ve gürültülü durumda karşıdaki kişi yoğun gürültüden duyamadığı için görüşemedik. Arabada bluetooth olmasına rağmen yine de bu kulaklığı kullanıp müzik dinliyorum. Dış sesleri de alabildiğin için rahat olduğunu düşünüyorum. Yurtdışında insanların kendi para birimi ile 150 ... verdiği bir alete 1000 lira civarında para verdiğim için hiç hoşnut değilim. O yüzden bu kadar parayı verebilecek olanlara ancak tavsiye edebiliyorum. Bu arada gelen ürünün kutusu sanırım birinci nesil kutu ile aynı. Işığı kutunun içinde yanıyor. Ama diğer özelliklerde sıkıntı olmadığını düşünüyorum.
https://www.amazon.com.tr/gp/profile/amzn1.account.AF7PG63NYVRQ3VBHYBO2L6SES4MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Tarik ONAL,İkinci nesil airpodslar kablolu ve kablosuz şarj kutulu olmak üzere iki farklı versiyonla çıkmış. Ben kablolu şarj kutulu ikinci versiyon airpods satın aldım. Burada en çok bu ayrıntıyı karıştırıp birinci nesil kargolandığını zannedenler oluyor. Ürün incelemelerini daha önce izlediğim için bir sürprizle karşılaşmadım. Her zaman ki Apple kalitesini kurlardan ve vergilerden kaynaklı yüksek fiyatıyla elde etmiş oluyorsunuz. Kablolu iphone kutusundan çıkan earpods kalitesinde müzik dinleme ve telefon konuşması yapma imkanı sağlıyor. Sanki kablolu orijinal kulaklığını kullanıyormuş gibi.  Kulaklıkların şarj hızı muazzam. iphone ile uyumu zaten kusursuz. Android li telefonlarda da denedik hemen bağlandı. Uzun süre kullanacağınızı düşünerek önce taklitlerini alıp pişman olduktan sonra gelip bunu almayın. Direkt bütçeniz uygunsa bu ürünü alın derim.
https://www.amazon.com.tr/gp/profile/amzn1.account.AEDIYLX57VCE77K6KQJYELOCT5OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Amazon Customer,Orijinal Apple Türkiye garantili olması güzel. Amazondan alışveriş her zaman ayrı bir keyif. Ürünü alırken araştırmanızı yapın. Ürün 2. nesil fakat şarj kutusu kablosuz değil. En iyi fiyata araştırmalarım sonucu aldım. Kullanımı çok rahat. Ses kalitesi mükemmele yakın. Konuşma yaparken çok net ses alıyorum. Karşıya sesim çok net gidiyor. Apple ın en iyi aksesuarı bence. Fiyat bir kulaklık için fazla olabilir yalnız şarj durumu vb. diğer özelliklerine baktığınızda diğer markalardan gerçekten ucuz. Teşekkürler Amazon. Yıllardır yaptığımız alışverişlerimiz 'güvenle' devam ediyor.
https://www.amazon.com.tr/gp/profile/amzn1.account.AFZ2TOBFCIXLVIB5QNCLKN7QNN3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,uuRAbi,Daha önce 708₺ ye versiyon 1'i almıştım. Şimdi 808₺ ye versiyon 2'yi aldım. Bir farkları yok bence. Ama heves işte. Yanına da amazon.com' dan kulak içi süngeri aldım. Ondan sonraki performansını ben de merak ediyorum. Şimdilik (sağ kulağımdan düşmesi dışında) bir sorun yok :)
https://www.amazon.com.tr/gp/profile/amzn1.account.AFWHZY2YXDTYE77BYQ67GAKRJLYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Emrah Ortel,Ürün ertesi gün elime kutulanmış darbaye dayanıklı kutu içersinde korumalı bir şekilde muafaza edilmiş bir şekilde elime ulaştı.. Ses kalitesi normal kablolu iphone kulaklıklarından bir iki tık yüksekte ve bu bana yetiyor.. Telefon Konuşma performansı ses kalitesi muazzam diyebilirim. Airpods Pro çıkmasını bekledikten sonra almaya karar verdim gerçekten proya ihtiyaç olmadığını düşünüyorum.. Alacak kişilere tavsiye ederim Amazon güvencesi ile bu imkanı sağladıkları için teşekkürler  894 TL gibi indrime düşerse kaçırmadan almalısınız..
https://www.amazon.com.tr/gp/profile/amzn1.account.AG23YD6DEEM47V5JHUUHVYPXS5AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Murat,"Ürün Apple kalitesini yansıtıyor iphone ile uyumuna edecek laf yok oyunlarda felan gecikme hissedilmiyor ancak android için aynı şeyi söylemiyeceğim. Ben İphone dışında  Samsung Galaxy j7 pro ile test ettim hissedilcek düzeyde gecikme var. Telefon konuşmalarında ses kalitesi çok iyi etrafdaki gürültiyü engeleyerek karşı tarafa gönderiyor ve ses gayet telefondan konuşur gibi gidiyor karşı tarafa. Hoşuma gitmeyen veya düşündüğüm gibi çıkmayan hoşuma gitmeyen belki, durum ise kulaklıkları kulaktan çıkardığınızda otomatik  çalma duruyor ancak kulaklıkların pili harcanmaya devam ediyor.  Kullanmıyorsam ve kutuya koymadıysam pilin normal dinleme gibi bitmemesi gerekirdi."
https://www.amazon.com.tr/gp/profile/amzn1.account.AFQIO2YDKSLHUKLM5AYIYUMNOPUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,mustafa gureci,"ürün geldi, çalışıyor, kablosuz şarjlı modeli değil bunu tercih ettim. gayet güzel ve kullanışlı. şimdiye kadar aldıklarım arasında hayatıma etki eden ürünler içerisinde iyi almışım dediğim bir ürün çünkü çok kullanışlı. yalnız gelelim asıl konuya neden 1 yıldız verdim. ürün geldi, iki kulaklığın arkası da siyahımsı ve sanki ince bir neşter ya da benzeri bir alet ile oynanmış içi açılmış gibi geliyor. şüphelerim hala sürüyor. Cihazda problem var mı şuan için yok ama arkası siyah ve tamir görmüş bir ürün ise bu fiyatı vermek çok cazip değil. kimsede kabul etmez. bu durumu hala düşünmekteyim. yetkili kişilerin bana ulaşması konuya bakışımı değiştirecektir."
